#--- Experiment --------------------------------------------------------------------------
#NAPTRAM20205
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.2.0.1289   www.pyroscience.com
#DESKTOP-NLMRG3K
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.04 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XCF7-370-375
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	60% (F)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	12/20/2020	12/20/2020	12/20/2020	8.005000	1.033000	57.800000	-0.016300	-0.000521	-0.001255	0.000000	0.032500	623.000000	0.969700	0.126300	0.000000	0.000000	0.039200	21.012899	2.279103	23.418348	2.000000	623.514893	53.150249	10.033650	23.278902	6.500000	623.531189	1.809169	0.092744
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
20-12-2020	18:23:18.897	0.021	7.983	7.983	31.320	242	0	623.550	OK	20-12-2020	18:23:18.897	0.021	22.096	OK
20-12-2020	18:23:48.897	30.021	7.992	7.992	31.460	241	1	623.550	OK	20-12-2020	18:23:48.897	30.021	22.094	OK
20-12-2020	18:24:18.897	60.021	7.998	7.998	31.564	240	1	623.550	OK	20-12-2020	18:24:18.897	60.021	22.094	OK
20-12-2020	18:24:48.897	90.021	8.006	8.006	31.685	239	0	623.550	OK	20-12-2020	18:24:48.897	90.021	22.088	OK
20-12-2020	18:25:18.897	120.021	8.014	8.014	31.819	238	1	623.548	OK	20-12-2020	18:25:18.897	120.021	22.093	OK
20-12-2020	18:25:48.898	150.022	8.021	8.021	31.930	237	1	623.552	OK	20-12-2020	18:25:48.898	150.022	22.086	OK
20-12-2020	18:26:18.897	180.022	8.025	8.025	32.002	236	1	623.550	OK	20-12-2020	18:26:18.897	180.022	22.068	OK
20-12-2020	18:26:48.899	210.023	8.030	8.030	32.088	236	1	623.550	OK	20-12-2020	18:26:48.899	210.023	22.054	OK
20-12-2020	18:27:18.899	240.023	8.035	8.035	32.157	235	-1	623.552	OK	20-12-2020	18:27:18.899	240.023	22.046	OK
20-12-2020	18:27:48.900	270.024	8.036	8.036	32.189	234	0	623.550	OK	20-12-2020	18:27:48.900	270.024	22.052	OK
20-12-2020	18:28:18.900	300.024	8.042	8.042	32.290	234	2	623.550	OK	20-12-2020	18:28:18.900	300.024	22.051	OK
20-12-2020	18:28:48.900	330.024	8.045	8.045	32.331	233	0	623.548	OK	20-12-2020	18:28:48.900	330.024	22.050	OK
20-12-2020	18:29:18.900	360.024	8.050	8.050	32.408	233	0	623.550	OK	20-12-2020	18:29:18.900	360.024	22.047	OK
20-12-2020	18:29:48.900	390.024	8.053	8.053	32.464	233	-1	623.552	OK	20-12-2020	18:29:48.900	390.024	22.042	OK
20-12-2020	18:30:18.900	420.024	8.056	8.056	32.513	232	0	623.550	OK	20-12-2020	18:30:18.900	420.024	22.052	OK
20-12-2020	18:30:48.900	450.024	8.061	8.061	32.598	232	0	623.550	OK	20-12-2020	18:30:48.900	450.024	22.042	OK
20-12-2020	18:31:18.900	480.024	8.060	8.060	32.592	232	0	623.550	OK	20-12-2020	18:31:18.900	480.024	22.050	OK
20-12-2020	18:31:48.900	510.024	8.062	8.062	32.613	231	0	623.550	OK	20-12-2020	18:31:48.900	510.024	22.045	OK
20-12-2020	18:32:18.900	540.025	8.064	8.064	32.652	231	0	623.548	OK	20-12-2020	18:32:18.900	540.025	22.057	OK
20-12-2020	18:32:48.900	570.024	8.067	8.067	32.706	231	0	623.548	OK	20-12-2020	18:32:48.900	570.024	22.049	OK
20-12-2020	18:33:18.900	600.024	8.070	8.070	32.757	231	1	623.548	OK	20-12-2020	18:33:18.900	600.024	22.037	OK
20-12-2020	18:33:48.900	630.024	8.070	8.070	32.764	230	0	623.550	OK	20-12-2020	18:33:48.900	630.024	22.045	OK
20-12-2020	18:34:18.900	660.024	8.069	8.069	32.742	230	0	623.548	OK	20-12-2020	18:34:18.900	660.024	22.053	OK
20-12-2020	18:34:48.900	690.024	8.073	8.073	32.808	230	-1	623.550	OK	20-12-2020	18:34:48.900	690.024	22.042	OK
20-12-2020	18:35:18.900	720.024	8.074	8.074	32.824	230	0	623.548	OK	20-12-2020	18:35:18.900	720.024	22.043	OK
20-12-2020	18:35:48.900	750.024	8.074	8.074	32.824	230	0	623.550	OK	20-12-2020	18:35:48.900	750.024	22.049	OK
20-12-2020	18:36:18.900	780.024	8.079	8.079	32.912	230	1	623.548	OK	20-12-2020	18:36:18.900	780.024	22.050	OK
20-12-2020	18:36:48.900	810.024	8.077	8.077	32.882	229	1	623.548	OK	20-12-2020	18:36:48.900	810.024	22.048	OK
20-12-2020	18:37:18.900	840.024	8.076	8.076	32.862	229	0	623.546	OK	20-12-2020	18:37:18.900	840.024	22.062	OK
20-12-2020	18:37:48.900	870.024	8.078	8.078	32.899	229	0	623.548	OK	20-12-2020	18:37:48.900	870.024	22.059	OK
20-12-2020	18:38:18.900	900.024	8.079	8.079	32.914	229	0	623.548	OK	20-12-2020	18:38:18.900	900.024	22.059	OK
20-12-2020	18:38:48.901	930.025	8.081	8.081	32.955	229	0	623.546	OK	20-12-2020	18:38:48.901	930.025	22.045	OK
20-12-2020	18:39:18.901	960.025	8.083	8.083	32.978	229	1	623.548	OK	20-12-2020	18:39:18.901	960.025	22.048	OK
20-12-2020	18:39:48.901	990.025	8.083	8.083	32.988	229	0	623.546	OK	20-12-2020	18:39:48.901	990.025	22.043	OK
20-12-2020	18:40:18.901	1020.025	8.083	8.083	32.982	229	-1	623.546	OK	20-12-2020	18:40:18.901	1020.025	22.055	OK
20-12-2020	18:40:48.901	1050.025	8.083	8.083	32.985	229	0	623.546	OK	20-12-2020	18:40:48.901	1050.025	22.057	OK
20-12-2020	18:41:18.901	1080.025	8.085	8.085	33.024	229	0	623.546	OK	20-12-2020	18:41:18.901	1080.025	22.054	OK
20-12-2020	18:41:48.900	1110.024	8.086	8.086	33.038	229	1	623.545	OK	20-12-2020	18:41:48.900	1110.024	22.051	OK
20-12-2020	18:42:18.901	1140.025	8.087	8.087	33.052	229	-1	623.546	OK	20-12-2020	18:42:18.901	1140.025	22.060	OK
20-12-2020	18:42:48.900	1170.025	8.088	8.088	33.072	228	0	623.546	OK	20-12-2020	18:42:48.900	1170.025	22.054	OK
20-12-2020	18:43:18.901	1200.025	8.088	8.088	33.081	228	1	623.546	OK	20-12-2020	18:43:18.901	1200.025	22.057	OK
20-12-2020	18:43:48.902	1230.026	8.086	8.086	33.042	228	1	623.548	OK	20-12-2020	18:43:48.902	1230.026	22.054	OK
20-12-2020	18:44:18.901	1260.025	8.089	8.089	33.095	228	0	623.545	OK	20-12-2020	18:44:18.901	1260.025	22.058	OK
20-12-2020	18:44:48.901	1290.025	8.088	8.088	33.081	228	0	623.546	OK	20-12-2020	18:44:48.901	1290.025	22.069	OK
20-12-2020	18:45:18.901	1320.025	8.088	8.088	33.079	228	1	623.543	OK	20-12-2020	18:45:18.901	1320.025	22.067	OK
20-12-2020	18:45:48.901	1350.025	8.087	8.087	33.066	228	0	623.545	OK	20-12-2020	18:45:48.901	1350.025	22.064	OK
20-12-2020	18:46:18.901	1380.025	8.090	8.090	33.119	228	0	623.545	OK	20-12-2020	18:46:18.901	1380.025	22.070	OK
20-12-2020	18:46:48.901	1410.025	8.089	8.089	33.104	228	1	623.546	OK	20-12-2020	18:46:48.901	1410.025	22.061	OK
20-12-2020	18:47:18.901	1440.025	8.089	8.089	33.092	228	0	623.543	OK	20-12-2020	18:47:18.901	1440.025	22.067	OK
20-12-2020	18:47:48.901	1470.025	8.090	8.090	33.114	228	0	623.543	OK	20-12-2020	18:47:48.901	1470.025	22.075	OK
20-12-2020	18:48:18.901	1500.025	8.090	8.090	33.119	228	0	623.545	OK	20-12-2020	18:48:18.901	1500.025	22.092	OK
20-12-2020	18:48:48.901	1530.025	8.090	8.090	33.132	228	0	623.545	OK	20-12-2020	18:48:48.901	1530.025	22.097	OK
20-12-2020	18:49:18.902	1560.026	8.089	8.089	33.116	228	0	623.543	OK	20-12-2020	18:49:18.902	1560.026	22.098	OK
20-12-2020	18:49:48.902	1590.026	8.092	8.092	33.153	228	0	623.543	OK	20-12-2020	18:49:48.902	1590.026	22.080	OK
20-12-2020	18:50:18.903	1620.027	8.092	8.092	33.153	228	0	623.541	OK	20-12-2020	18:50:18.903	1620.027	22.071	OK
20-12-2020	18:50:48.903	1650.027	8.094	8.094	33.182	228	1	623.541	OK	20-12-2020	18:50:48.903	1650.027	22.061	OK
20-12-2020	18:51:18.903	1680.028	8.092	8.092	33.145	228	0	623.541	OK	20-12-2020	18:51:18.903	1680.028	22.057	OK
20-12-2020	18:51:48.904	1710.028	8.092	8.092	33.148	228	-1	623.539	OK	20-12-2020	18:51:48.904	1710.028	22.073	OK
20-12-2020	18:52:18.904	1740.028	8.094	8.094	33.195	228	1	623.539	OK	20-12-2020	18:52:18.904	1740.028	22.080	OK
20-12-2020	18:52:48.904	1770.028	8.092	8.092	33.162	228	0	623.539	OK	20-12-2020	18:52:48.904	1770.028	22.080	OK
20-12-2020	18:53:18.904	1800.028	8.092	8.092	33.161	228	-1	623.541	OK	20-12-2020	18:53:18.904	1800.028	22.085	OK
20-12-2020	18:53:48.904	1830.028	8.093	8.093	33.167	228	1	623.539	OK	20-12-2020	18:53:48.904	1830.028	22.068	OK
20-12-2020	18:54:18.904	1860.028	8.094	8.094	33.192	227	0	623.539	OK	20-12-2020	18:54:18.904	1860.028	22.067	OK
20-12-2020	18:54:48.904	1890.028	8.093	8.093	33.172	228	1	623.539	OK	20-12-2020	18:54:48.904	1890.028	22.073	OK
20-12-2020	18:55:18.904	1920.028	8.094	8.094	33.198	228	-1	623.534	OK	20-12-2020	18:55:18.904	1920.028	22.074	OK
20-12-2020	18:55:48.903	1950.027	8.095	8.095	33.206	227	1	623.536	OK	20-12-2020	18:55:48.903	1950.027	22.074	OK
20-12-2020	18:56:18.904	1980.029	8.091	8.091	33.155	227	0	623.534	OK	20-12-2020	18:56:18.904	1980.029	22.096	OK
20-12-2020	18:56:48.905	2010.029	8.093	8.093	33.182	227	0	623.536	OK	20-12-2020	18:56:48.905	2010.029	22.106	OK
20-12-2020	18:57:18.906	2040.030	8.093	8.093	33.188	227	1	623.534	OK	20-12-2020	18:57:18.906	2040.030	22.098	OK
20-12-2020	18:57:48.906	2070.030	8.095	8.095	33.222	228	-1	623.534	OK	20-12-2020	18:57:48.906	2070.030	22.094	OK
20-12-2020	18:58:18.906	2100.030	8.095	8.095	33.209	227	0	623.534	OK	20-12-2020	18:58:18.906	2100.030	22.072	OK
20-12-2020	18:58:48.906	2130.030	8.094	8.094	33.192	227	0	623.536	OK	20-12-2020	18:58:48.906	2130.030	22.066	OK
20-12-2020	18:59:18.906	2160.030	8.097	8.097	33.216	227	1	623.532	OK	20-12-2020	18:59:18.906	2160.030	21.993	OK
20-12-2020	18:59:48.907	2190.031	8.097	8.097	33.211	227	1	623.534	OK	20-12-2020	18:59:48.907	2190.031	21.961	OK
20-12-2020	19:00:18.906	2220.030	8.096	8.096	33.189	227	0	623.532	OK	20-12-2020	19:00:18.906	2220.030	21.948	OK
20-12-2020	19:00:48.906	2250.030	8.097	8.097	33.208	227	1	623.534	OK	20-12-2020	19:00:48.906	2250.030	21.942	OK
20-12-2020	19:01:18.906	2280.030	8.098	8.098	33.222	227	1	623.532	OK	20-12-2020	19:01:18.906	2280.030	21.930	OK
20-12-2020	19:01:48.906	2310.030	8.096	8.096	33.189	227	-1	623.532	OK	20-12-2020	19:01:48.906	2310.030	21.932	OK
20-12-2020	19:02:18.906	2340.030	8.099	8.099	33.228	227	0	623.532	OK	20-12-2020	19:02:18.906	2340.030	21.930	OK
20-12-2020	19:02:48.906	2370.030	8.100	8.100	33.252	227	0	623.532	OK	20-12-2020	19:02:48.906	2370.030	21.933	OK
20-12-2020	19:03:18.906	2400.030	8.098	8.098	33.222	227	0	623.532	OK	20-12-2020	19:03:18.906	2400.030	21.933	OK
20-12-2020	19:03:48.906	2430.030	8.096	8.096	33.177	227	1	623.531	OK	20-12-2020	19:03:48.906	2430.030	21.935	OK
20-12-2020	19:04:18.906	2460.030	8.096	8.096	33.185	227	1	623.532	OK	20-12-2020	19:04:18.906	2460.030	21.931	OK
20-12-2020	19:04:48.906	2490.030	8.098	8.098	33.214	227	-1	623.529	OK	20-12-2020	19:04:48.906	2490.030	21.926	OK
20-12-2020	19:05:18.906	2520.030	8.098	8.098	33.220	227	-1	623.532	OK	20-12-2020	19:05:18.906	2520.030	21.935	OK
20-12-2020	19:05:48.906	2550.031	8.096	8.096	33.191	227	0	623.529	OK	20-12-2020	19:05:48.906	2550.031	21.934	OK
20-12-2020	19:06:18.907	2580.031	8.097	8.097	33.203	227	1	623.532	OK	20-12-2020	19:06:18.907	2580.031	21.929	OK
20-12-2020	19:06:48.907	2610.031	8.097	8.097	33.198	227	0	623.532	OK	20-12-2020	19:06:48.907	2610.031	21.933	OK
20-12-2020	19:07:18.907	2640.031	8.097	8.097	33.202	227	0	623.529	OK	20-12-2020	19:07:18.907	2640.031	21.946	OK
20-12-2020	19:07:48.907	2670.031	8.096	8.096	33.198	227	0	623.532	OK	20-12-2020	19:07:48.907	2670.031	21.971	OK
20-12-2020	19:08:18.907	2700.032	8.098	8.098	33.227	227	1	623.529	OK	20-12-2020	19:08:18.907	2700.032	21.974	OK
20-12-2020	19:08:48.909	2730.033	8.097	8.097	33.215	227	0	623.531	OK	20-12-2020	19:08:48.909	2730.033	21.947	OK
20-12-2020	19:09:18.909	2760.033	8.096	8.096	33.184	227	0	623.531	OK	20-12-2020	19:09:18.909	2760.033	21.938	OK
20-12-2020	19:09:48.909	2790.034	8.097	8.097	33.216	227	-1	623.531	OK	20-12-2020	19:09:48.909	2790.034	21.948	OK
20-12-2020	19:10:18.911	2820.035	8.096	8.096	33.189	227	0	623.531	OK	20-12-2020	19:10:18.911	2820.035	21.946	OK
20-12-2020	19:10:48.911	2850.035	8.098	8.098	33.233	227	1	623.532	OK	20-12-2020	19:10:48.911	2850.035	21.950	OK
20-12-2020	19:11:18.912	2880.036	8.098	8.098	33.224	227	0	623.531	OK	20-12-2020	19:11:18.912	2880.036	21.949	OK
20-12-2020	19:11:48.912	2910.037	8.097	8.097	33.212	227	0	623.531	OK	20-12-2020	19:11:48.912	2910.037	21.968	OK
20-12-2020	19:12:18.913	2940.037	8.096	8.096	33.207	227	0	623.529	OK	20-12-2020	19:12:18.913	2940.037	21.992	OK
20-12-2020	19:12:48.913	2970.037	8.096	8.096	33.214	227	0	623.531	OK	20-12-2020	19:12:48.913	2970.037	22.000	OK
20-12-2020	19:13:18.913	3000.037	8.097	8.097	33.221	227	0	623.529	OK	20-12-2020	19:13:18.913	3000.037	21.992	OK
20-12-2020	19:13:48.913	3030.037	8.098	8.098	33.234	227	0	623.529	OK	20-12-2020	19:13:48.913	3030.037	21.950	OK
20-12-2020	19:14:18.913	3060.037	8.096	8.096	33.192	227	1	623.529	OK	20-12-2020	19:14:18.913	3060.037	21.956	OK
20-12-2020	19:14:48.913	3090.037	8.097	8.097	33.206	227	1	623.529	OK	20-12-2020	19:14:48.913	3090.037	21.945	OK
20-12-2020	19:15:18.914	3120.038	8.095	8.095	33.181	227	-1	623.529	OK	20-12-2020	19:15:18.914	3120.038	21.966	OK
