#--- Experiment --------------------------------------------------------------------------																													
#NAPTRAM20204																													
#																													
#--- System ------------------------------------------------------------------------------																													
#Data from PyroScience Workbench V1.2.0.1289   www.pyroscience.com																													
#DESKTOP-NLMRG3K																													
#--- Instrument --------------------------------------------------------------------------																													
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.04 Build:001																													
#--- Channel -----------------------------------------------------------------------------																													
#Channel [A Ch.1] - pH Sensor - XCF7-370-375																													
#--- Settings & Calibration --------------------------------------------------------------																													
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)									
#	16 ms	60% (F)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000									
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	12/17/2020	12/17/2020	12/17/2020	8.005000	1.033000	57.800000	-0.016300	-0.000521	-0.001255	0.000000	0.032500	623.000000	0.969700	0.126300	0.000000	0.000000	0.076000	20.344000	2.284000	22.797000	2.000000	623.403000	53.067000	10.037000	22.937000	6.500000	623.439000	1.809169	0.092744
#--- Temperature Compensation Channel ----------------------------------------------------																													
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C																													
#Settings: n/a																													
#Calibration: n/a																													
#--- Channel -----------------------------------------------------------------------------																													
#Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C																													
#--- Measurement Data --------------------------------------------------------------------																													
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A T1]	Time [A T1]	 dt (s) [A T1]	Sample Temp. (°C) [A T1]	Status [A T1]	Date [Comment]	Time [Comment]	Comment							
18-12-2020	22:27:59.366	0.028	8.131	8.131	32.443	238	0	623.445	OK	18-12-2020	22:27:59.366	0.028	21.874	OK	18-12-2020	22:28:29.455	30.116	21.877	OK										
18-12-2020	22:28:29.365	30.027	8.130	8.130	32.435	238	0	623.445	OK	18-12-2020	22:28:29.365	30.027	21.876	OK	18-12-2020	22:28:59.455	60.116	21.882	OK										
18-12-2020	22:28:59.365	60.027	8.133	8.133	32.480	238	0	623.447	OK	18-12-2020	22:28:59.365	60.027	21.882	OK	18-12-2020	22:29:29.456	90.118	21.883	OK										
18-12-2020	22:29:29.365	90.026	8.128	8.128	32.399	238	-1	623.447	OK	18-12-2020	22:29:29.365	90.026	21.883	OK	18-12-2020	22:29:59.455	120.117	21.874	OK										
18-12-2020	22:29:59.365	120.026	8.132	8.132	32.459	238	0	623.445	OK	18-12-2020	22:29:59.365	120.026	21.875	OK	18-12-2020	22:30:29.456	150.118	21.878	OK										
18-12-2020	22:30:29.365	150.026	8.131	8.131	32.453	238	0	623.443	OK	18-12-2020	22:30:29.365	150.026	21.878	OK	18-12-2020	22:30:59.456	180.118	21.882	OK										
18-12-2020	22:30:59.365	180.027	8.129	8.129	32.410	238	-1	623.445	OK	18-12-2020	22:30:59.365	180.027	21.880	OK	18-12-2020	22:31:29.458	210.119	21.875	OK										
18-12-2020	22:31:29.365	210.027	8.131	8.131	32.456	238	0	623.445	OK	18-12-2020	22:31:29.365	210.027	21.875	OK	18-12-2020	22:31:59.458	240.119	21.878	OK										
18-12-2020	22:31:59.365	240.027	8.131	8.131	32.456	238	0	623.443	OK	18-12-2020	22:31:59.365	240.027	21.878	OK	18-12-2020	22:32:29.458	270.120	21.872	OK										
18-12-2020	22:32:29.365	270.027	8.132	8.132	32.458	238	0	623.443	OK	18-12-2020	22:32:29.365	270.027	21.873	OK	18-12-2020	22:32:59.459	300.121	21.879	OK										
18-12-2020	22:32:59.365	300.027	8.131	8.131	32.458	238	0	623.443	OK	18-12-2020	22:32:59.365	300.027	21.879	OK	18-12-2020	22:33:29.458	330.119	21.895	OK										
18-12-2020	22:33:29.365	330.026	8.133	8.133	32.484	238	0	623.445	OK	18-12-2020	22:33:29.365	330.026	21.894	OK	18-12-2020	22:33:59.458	360.119	21.895	OK										
18-12-2020	22:33:59.365	360.027	8.130	8.130	32.442	238	0	623.443	OK	18-12-2020	22:33:59.365	360.027	21.895	OK	18-12-2020	22:34:29.458	390.120	21.896	OK										
18-12-2020	22:34:29.365	390.027	8.131	8.131	32.462	238	-1	623.445	OK	18-12-2020	22:34:29.365	390.027	21.896	OK	18-12-2020	22:34:59.458	420.120	21.911	OK										
18-12-2020	22:34:59.365	420.027	8.132	8.132	32.482	238	0	623.443	OK	18-12-2020	22:34:59.365	420.027	21.911	OK	18-12-2020	22:35:29.459	450.120	21.906	OK										
18-12-2020	22:35:29.365	450.027	8.131	8.131	32.453	238	-1	623.445	OK	18-12-2020	22:35:29.365	450.027	21.906	OK	18-12-2020	22:35:59.459	480.120	21.910	OK										
18-12-2020	22:35:59.365	480.027	8.133	8.133	32.487	238	0	623.445	OK	18-12-2020	22:35:59.365	480.027	21.909	OK	18-12-2020	22:36:29.461	510.123	21.915	OK										
18-12-2020	22:36:29.365	510.026	8.131	8.131	32.462	238	0	623.447	OK	18-12-2020	22:36:29.365	510.026	21.915	OK	18-12-2020	22:36:59.461	540.122	21.922	OK										
18-12-2020	22:36:59.365	540.027	8.131	8.131	32.457	238	-1	623.445	OK	18-12-2020	22:36:59.365	540.027	21.922	OK	18-12-2020	22:37:29.462	570.124	21.933	OK										
18-12-2020	22:37:29.366	570.027	8.130	8.130	32.443	238	0	623.447	OK	18-12-2020	22:37:29.366	570.027	21.934	OK	18-12-2020	22:37:59.463	600.125	21.928	OK										
18-12-2020	22:37:59.366	600.027	8.130	8.130	32.450	238	0	623.447	OK	18-12-2020	22:37:59.366	600.027	21.928	OK	18-12-2020	22:38:29.463	630.125	21.946	OK										
18-12-2020	22:38:29.365	630.026	8.129	8.129	32.424	238	0	623.450	OK	18-12-2020	22:38:29.365	630.026	21.946	OK	18-12-2020	22:38:59.462	660.124	21.942	OK										
18-12-2020	22:38:59.365	660.027	8.130	8.130	32.447	238	0	623.448	OK	18-12-2020	22:38:59.365	660.027	21.940	OK	18-12-2020	22:39:29.462	690.123	21.948	OK										
18-12-2020	22:39:29.365	690.027	8.130	8.130	32.455	238	-1	623.450	OK	18-12-2020	22:39:29.365	690.027	21.948	OK	18-12-2020	22:39:59.462	720.123	21.956	OK										
18-12-2020	22:39:59.365	720.027	8.130	8.130	32.451	236	0	623.461	OK	18-12-2020	22:39:59.365	720.027	21.957	OK	18-12-2020	22:40:29.462	750.123	21.955	OK										
18-12-2020	22:40:29.365	750.027	8.131	8.131	32.459	238	1	623.464	OK	18-12-2020	22:40:29.365	750.027	21.955	OK	18-12-2020	22:40:59.463	780.124	21.964	OK										
18-12-2020	22:40:59.365	780.027	8.130	8.130	32.453	237	0	623.470	OK	18-12-2020	22:40:59.365	780.027	21.964	OK	18-12-2020	22:41:29.463	810.125	21.968	OK										
18-12-2020	22:41:29.365	810.027	8.129	8.129	32.424	237	0	623.477	OK	18-12-2020	22:41:29.365	810.027	21.967	OK	18-12-2020	22:41:59.462	840.124	21.966	OK										
18-12-2020	22:41:59.365	840.027	8.130	8.130	32.447	237	1	623.486	OK	18-12-2020	22:41:59.365	840.027	21.966	OK	18-12-2020	22:42:29.463	870.125	21.959	OK										
18-12-2020	22:42:29.365	870.027	8.131	8.131	32.454	237	0	623.493	OK	18-12-2020	22:42:29.365	870.027	21.960	OK	18-12-2020	22:42:59.462	900.124	21.949	OK										
18-12-2020	22:42:59.365	900.027	8.130	8.130	32.436	237	0	623.498	OK	18-12-2020	22:42:59.365	900.027	21.949	OK	18-12-2020	22:43:29.462	930.123	21.944	OK										
18-12-2020	22:43:29.365	930.026	8.131	8.131	32.443	237	0	623.505	OK	18-12-2020	22:43:29.365	930.026	21.944	OK	18-12-2020	22:43:59.462	960.124	21.947	OK										
18-12-2020	22:43:59.365	960.027	8.131	8.131	32.442	237	0	623.505	OK	18-12-2020	22:43:59.365	960.027	21.946	OK	18-12-2020	22:44:29.462	990.124	21.937	OK										
18-12-2020	22:44:29.365	990.027	8.132	8.132	32.452	237	-1	623.507	OK	18-12-2020	22:44:29.365	990.027	21.937	OK	18-12-2020	22:44:59.463	1020.125	21.931	OK										
18-12-2020	22:44:59.365	1020.027	8.132	8.132	32.461	237	0	623.505	OK	18-12-2020	22:44:59.365	1020.027	21.931	OK	18-12-2020	22:45:29.462	1050.124	21.933	OK										
18-12-2020	22:45:29.365	1050.027	8.128	8.128	32.393	237	0	623.509	OK	18-12-2020	22:45:29.365	1050.027	21.934	OK	18-12-2020	22:45:59.462	1080.124	21.933	OK										
18-12-2020	22:45:59.366	1080.027	8.132	8.132	32.459	237	0	623.507	OK	18-12-2020	22:45:59.366	1080.027	21.933	OK	18-12-2020	22:46:29.462	1110.124	21.943	OK										
18-12-2020	22:46:29.366	1110.028	8.131	8.131	32.433	237	0	623.509	OK	18-12-2020	22:46:29.366	1110.028	21.942	OK	18-12-2020	22:46:59.462	1140.124	21.939	OK										
18-12-2020	22:46:59.366	1140.028	8.132	8.132	32.455	237	1	623.507	OK	18-12-2020	22:46:59.366	1140.028	21.939	OK	18-12-2020	22:47:29.463	1170.125	21.935	OK										
18-12-2020	22:47:29.366	1170.028	8.132	8.132	32.452	237	0	623.509	OK	18-12-2020	22:47:29.366	1170.028	21.935	OK	18-12-2020	22:47:59.462	1200.123	21.938	OK										
18-12-2020	22:47:59.366	1200.028	8.130	8.130	32.421	237	0	623.507	OK	18-12-2020	22:47:59.366	1200.028	21.939	OK	18-12-2020	22:48:29.463	1230.125	21.939	OK										
18-12-2020	22:48:29.370	1230.032	8.133	8.133	32.467	237	0	623.509	OK	18-12-2020	22:48:29.370	1230.032	21.939	OK	18-12-2020	22:48:59.463	1260.124	21.936	OK										
18-12-2020	22:48:59.366	1260.028	8.129	8.129	32.401	237	0	623.507	OK	18-12-2020	22:48:59.366	1260.028	21.937	OK	18-12-2020	22:49:29.462	1290.124	21.939	OK										
18-12-2020	22:49:29.366	1290.028	8.133	8.133	32.467	237	0	623.507	OK	18-12-2020	22:49:29.366	1290.028	21.939	OK	18-12-2020	22:49:59.463	1320.124	21.942	OK										
18-12-2020	22:49:59.366	1320.028	8.130	8.130	32.432	237	0	623.507	OK	18-12-2020	22:49:59.366	1320.028	21.942	OK	18-12-2020	22:50:29.463	1350.124	21.947	OK										
18-12-2020	22:50:29.366	1350.027	8.132	8.132	32.458	237	0	623.505	OK	18-12-2020	22:50:29.366	1350.027	21.946	OK	18-12-2020	22:50:59.463	1380.125	21.943	OK										
18-12-2020	22:50:59.366	1380.028	8.131	8.131	32.439	237	0	623.505	OK	18-12-2020	22:50:59.366	1380.028	21.943	OK	18-12-2020	22:51:29.462	1410.124	21.942	OK										
18-12-2020	22:51:29.366	1410.028	8.131	8.131	32.447	237	0	623.507	OK	18-12-2020	22:51:29.366	1410.028	21.943	OK	18-12-2020	22:51:59.463	1440.124	21.949	OK										
